ticker,name,source,market_cap,avg_volume,last_price
BLDP,"Ballard Power Systems, Inc. - Common Shares",nasdaq,1257154313.330782,4356190.0,4.170000076293945
AVLN,Avalyn Pharma Inc. - common stock,nasdaq,1236382217.029976,1260000.0,29.56999969482422
AMAL,Amalgamated Financial Corp. - Common Stock,nasdaq,1229937358.574791,149737.0,41.18000030517578
ACDC,ProFrac Holding Corp. - Class A Common Stock,nasdaq,1226642743.2986846,1453031.0,6.78000020980835
ASTE,"Astec Industries, Inc. - Common Stock",nasdaq,1214240821.8755722,237470.0,52.810001373291016
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",nasdaq,1161453670.5310173,537963.0,35.810001373291016
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,nasdaq,1155880270.3917618,648770.0,38.619998931884766
ALVO,Alvotech - Ordinary Shares,nasdaq,1120253341.4966803,553067.0,3.5899999141693115
CDNA,"CareDx, Inc. - Common Stock",nasdaq,1113261776.1369438,691449.0,21.549999237060547
ALNT,Allient Inc. - Common Stock,nasdaq,1112931662.816162,187783.0,65.4800033569336
COAG,"Hemab Therapeutics Holdings, Inc. - Common Stock",nasdaq,1104822750.0,910271.0,25.0
CCB,Coastal Financial Corporation - Common Stock,nasdaq,1078548241.0292358,168209.0,70.7300033569336
ATEC,"Alphatec Holdings, Inc. - Common Stock",nasdaq,1074987206.7504215,3206881.0,6.989999771118164
BLFS,"BioLife Solutions, Inc. - Common Stock",nasdaq,1061671605.5848503,426057.0,21.729999542236328
AVTX,"Avalo Therapeutics, Inc. - Common Stock",nasdaq,1057573401.75,1290673.0,20.25
ATEX,Anterix Inc. - Common Stock,nasdaq,1043796597.9472961,368008.0,55.720001220703125
CHY,Calamos Convertible and High Income Fund - Closed End Fund,nasdaq,1043526244.7072878,209398.0,13.039999961853027
APEI,"American Public Education, Inc. - Common Stock",nasdaq,1037836731.3147659,347139.0,56.369998931884766
CRON,Cronos Group Inc. - Common Share,nasdaq,1027570607.25,1428127.0,2.75
CEVA,"CEVA, Inc. - Common Stock",nasdaq,1015752568.2339859,563518.0,36.459999084472656
AKTS,"Aktis Oncology, Inc. - Common stock",nasdaq,1009892581.8433456,333398.0,18.270000457763672
DAKT,"Daktronics, Inc. - Common Stock",nasdaq,1008104891.1166534,481211.0,20.68000030517578
